组织机构ID,组织机构代码,组织机构名称,组织机构简称,所属地市,所属省份
2899135a58e5496791755d53c4da005c,10654305,哈巴河县烟草专卖局,哈巴河县局,654324,650000
d7c9ddf9e3534cb2ab0e9be603e10fc9,10320902,响水县烟草专卖局,响水县局,320921,320000
084cfc991d454c87a604760bfd530369,10130211,唐山市曹妃甸区烟草专卖局,唐山市曹妃甸区烟草专卖局,130230,130000
17941022f5df406982beebef7d09f4f7,10130201,唐山市烟草专卖局,唐山市局,130200,130000
2980b841396b4d1f8fbb0e865c7dc017,11130211,唐山市烟草公司曹妃甸卷烟营销部,曹妃甸卷烟营销部,130200,130000
6bf6038103464fae842a3d384ba00635,10411307,唐河县烟草专卖局,唐河县局,411328,410000
a0722df8faf8485aa967f2b986b9a919,12411401,商丘卷烟厂,商丘卷烟厂,411400,410000
9d34dc6ff88d43938af8ec3ce14781d7,10411401,商丘市烟草专卖局,商丘市局,411400,410000
0d180b5fe0d2437aa2c6abcbb79b84b4,10611005,商南县烟草专卖局,商南县局,611023,610000
477fb6127cdf4db6a36799328bb242e5,10411509,商城县烟草专卖局,商城县局,411524,410000
eb559fe5dc3b48cfba2570ddd4afe167,10411607,商水县烟草专卖局,商水县局,411623,410000
04b61512931b435dacca633dee223970,10370108,商河县烟草专卖局,商河县局,370126,370000
de94babaefe6491ab42f4ad885ffc0e3,10611001,商洛市烟草专卖局,商洛市局,611000,610000
cc9fe78d711b41aab0a8550122e7ff2d,10611008,商洛市烟草专卖局商州分局,商州分局,611002,610000
0fbc6204d8c142c886cfe083b12cd548,11653001,喀什地区烟草公司阿图什市物流配送中心,喀什地区烟草公司阿图什市物流配送中心,653000,650000
b4d898ff66754b71af695ca89e5165b4,10653113,喀什市烟草专卖局,喀什市局,653101,650000
b1d3a26957d741fe8d2c8197d853ed6e,10211204,喀左县烟草专卖局,喀左县局,211324,210000
bffa73900bb844e1bd0cec6a3c36e3f4,10330401,嘉兴市烟草专卖局,浙江省嘉兴市局,330400,330000
c6f6820ec5f04f298b91774eed69709c,10330404,嘉善县烟草专卖局,浙江省嘉善县局,330400,330000
33d6c5a288ea47759bc055b129ced669,10370802,嘉祥县烟草专卖局,嘉祥县局,370829,370000
55118fa9362a47889b572e84d8028e37,10431005,嘉禾县烟草专卖局,嘉禾县局,431024,430000
155f3a6930de41338e007ca498306ce7,10230702,嘉荫县烟草专卖局,嘉荫县局,230722,230000
ecf19e497d73440383c0b2dbcd999ef9,10511311,嘉陵区烟草专卖局,嘉陵区局,511304,510000
02de84b8807d48379113c4e74c338196,10421205,嘉鱼县烟草专卖局,嘉鱼县局,421221,420000
99834dd056a848c3bcc3b3cef3439e5d,11421205,嘉鱼县烟草公司,嘉鱼县烟草公司,421200,420000
e0525a5e74724d1789dd1311f9e22bdf,10441207,四会市烟草专卖局,四会市局,441284,440000
f08223019d06439ebbbfe8a934e28249,14510501,四川三友打叶复烤有限公司,四川三友打叶复烤有限公司,510000,510000
e8f08b40df3a4d58b86c23e7dd8d3875,99513401,四川三益烟草有限责任公司,四川三益烟草有限责任公司,513400,510000
5709affcbe3b4ff9bfabb0a17667a7dc,15510104,四川三联卷烟材料有限公司,四川三联卷烟材料有限公司,510100,510000
adbdc9830e6b4962ac0f334fec41d4b6,14513401,四川三鑫烟草有限责任公司,四川三鑫烟草有限责任公司,510000,510000
844b1de597314da7b9bc50b5255f4da6,20510002,四川中烟工业有限责任公司,四川中烟工业公司,510100,510000
43b29ca26aae451cb09e70e0bc2ba2f5,14510001,四川烟叶复烤有限责任公司,四川烟叶复烤有限责任公司,510100,510000
36eb780301ba49768bc530cb27ae0fb3,14513403,四川烟叶复烤有限责任公司会东复烤厂,会东复烤厂,513400,510000
132dc79428bb48f7a5072a1ad81a749f,14513402,四川烟叶复烤有限责任公司会理复烤厂,会理复烤厂,513400,510000
72f088d19155410b8a99191c4dd82baf,14511501,四川烟叶复烤有限责任公司宜宾复烤厂,宜宾复烤厂,511500,510000
6fdcfe11e0444ddeb4126135ed97a1a8,14513404,四川烟叶复烤有限责任公司德昌复烤厂,德昌复烤厂,513400,510000
161feb0c2e3c477281fe24d620533639,14510502,四川烟叶复烤有限责任公司泸州复烤厂,泸州复烤厂,510500,510000
cd61cd97710440e8b57056686ee1620a,12510102,四川烟草工业有限责任公司,四川烟草工业公司,510100,510000
557baf47784b4deb8fd7294011f3b758,10511706,四川省万源市烟草专卖局,万源市局,511700,510000
38c51cc926654b96932cc7ec5feb2fd2,10510704,四川省三台县烟草专卖局,三台县局,510700,510000
a94ba8ff66b74063ba7128fdaadf771d,10511403,四川省丹棱县烟草专卖局,丹棱县局,511400,510000
2991eeb2654f4b2b8bdd10922db6d184,10512005,四川省乐至县烟草专卖局,乐至县局,512000,510000
19951862ada24d648ec4782419ba8d97,10513207,四川省九寨沟县烟草专卖局,九寨沟县局,513200,510000
74389b8fe21e426891375af4078f44be,10511105,四川省井研县烟草专卖局,井研县局,511100,510000
0ad04ccb200a4e4395a1ce4a9b26841c,10511407,四川省仁寿县烟草专卖局,仁寿县局,511400,510000
5e3159b7ce2a470296d7da500a7a474b,10511306,四川省仪陇县烟草专卖局,仪陇县局,511300,510000
39d059798a734b36816965f69fef0555,10513403,四川省会东县烟草专卖局,会东县局,513400,510000
e93e2bc8a9834dd081732ee38e94e3e4,10513402,四川省会理县烟草专卖局,会理县局,513400,510000
fd718fe0e7ab4743a2e0130c7a43ad48,10510803,四川省元坝区烟草专卖局,广元市元坝区局,510800,510000
b8d5c97b2ae042ba80affe77d8b0dcfc,10511510,四川省兴文县烟草专卖局,兴文县局,511500,510000
26cc64de88894903bc5d74fd803eb4e0,10513408,四川省冕宁县烟草专卖局,冕宁县局,513400,510000
ba50361a92e7440d9defcee324dbba99,10510806,四川省剑阁县烟草专卖局,剑阁县局,510800,510000
3cc0d697dc964cd6a37aa57324e49502,10510709,四川省北川羌族自治县烟草专卖局,北川县局,510700,510000
d1d10f76ca144deb8c2d78aad82eefbd,10511604,四川省华蓥市烟草专卖局,华蓥市局,511600,510000
af0377c9bf7c4459abb6ed50fdfbd0df,10511904,四川省南江县烟草专卖局,南江县局,511900,510000
a7e240de752243d8b74169035b354329,10511504,四川省南溪县烟草专卖局,南溪县局,511500,510000
e1902d347b9043978de419dbf6a99894,10511304,四川省南部县烟草专卖局,南部县局,511300,510000
4378e28c5ef94b9baeeb4e481b02f026,21510001,四川省卷烟物资公司,四川省卷烟物资公司,510000,510000
bd773eb6deea421c9aff7e1efcd9564c,15510101,四川省卷烟物资公司卷烟配套材料厂,四川省卷烟物资公司卷烟配套材料厂,510000,510000
69b80bc41c914f9eb2f2cadf62f6ace4,22510001,四川省卷烟销售公司,四川省卷烟销售公司,510100,510000
5c3a94d0a7f747129f28f0777f081cc7,10510110,四川省双流县烟草专卖局,双流县局,510100,510000
846f313cb9b1425b805d39d04c0bf1e6,10511803,四川省名山县烟草专卖局,名山县局,511800,510000
09e4c494f0ef4cda8fda1afaa6122fee,10513409,四川省喜德县烟草专卖局,喜德县局,513400,510000
e4cc342df5a3467f9c82122ce999c794,10513214,四川省壤塘县烟草专卖局,壤塘县局,513200,510000
cf79b1e66a684ed2a7afd2c0886c9cda,10511704,四川省大竹县烟草专卖局,大竹县局,511700,510000
ae309deafffc422495a7f558ab2f0208,10510905,四川省大英县烟草专卖局,大英县局,510900,510000
29d80f039397428ab614e8ced9b8c344,10511807,四川省天全县烟草专卖局,天全县局,511800,510000
305847a0d7d7489487261a5ebb381ded,10511106,四川省夹江县烟草专卖局,夹江县局,511100,510000
823ee10d04494de8b3017e4df9116a0b,10513404,四川省宁南县烟草专卖局,宁南县局,513400,510000
2d74a087136040c3a7eb6150cc3e1520,10512004,四川省安岳县烟草专卖局,安岳县局,512000,510000
444d3909b82a46d1b46401fdef187971,10511503,四川省宜宾县烟草专卖局,宜宾县局,511500,510000
72d2ea5ffdae467d9c4b307b114644e9,10511501,四川省宜宾市烟草专卖局,宜宾市局,511500,510000
d234f9c874394fc3b276383bffc53f92,10511809,四川省宝兴县烟草专卖局,宝兴县局,511800,510000
095c2ce0603546b7962a352888a06633,10511708,四川省宣汉县烟草专卖局,宣汉县局,511700,510000
a8a560c951d6404682ed26db85e57061,10510904,四川省射洪县烟草专卖局,射洪县局,510900,510000
dae8db0e604d4f32933ac24fb45ac4a9,11510902,四川省射洪县烟草公司,四川省射洪县烟草公司,510900,510000
269ffc7edcb1419eb7f787df30a40a93,10513210,四川省小金县烟草专卖局,小金县局,513200,510000
6bef7d1d0bd14f5ca353c609c6cdb268,10511511,四川省屏山县烟草专卖局,屏山县局,511500,510000
b14c7e97dd08403fab2d78fc02df0905,10511603,四川省岳池县烟草专卖局,岳池县局,511600,510000
c5906dd6b0e649b28e0454513607bb67,10511110,四川省峨边彝族自治县烟草专卖局,峨边彝族自治县局,511100,510000
b3a7622b25d643db9018043c0fa40b25,10511901,四川省巴中市烟草专卖局,巴中市局,511900,510000
2bb160c09bfd4ec3a31640cc5bc0c8c7,10513415,四川省布拖县烟草专卖局,布拖县局,513400,510000
4665cc3f2e95471ab638d84f44242b59,10511905,四川省平昌县烟草专卖局,巴中市平昌县局,511900,510000
2ca3b6834bba4305bc529823a3f01e3e,10510802,四川省广元市市中区烟草专卖局,广元市市中区局,510800,510000
ec3ce985ed364c9192242b26b571252d,10511605,四川省广安市广安区烟草专卖局,广安市局直属分局,511600,510000
0844aedd4d2e4d9abc53f183719a8ccd,10511601,四川省广安市烟草专卖局,广安市局,511600,510000
84f060c9647e4ddf8919973940cfae46,10511707,四川省开江县烟草专卖局,开江县局,511700,510000
429622ce68a947b0adbfb5967df61d9b,10511405,四川省彭山县烟草专卖局,彭山县局,511400,510000
673b340cc8624b209b0a800fb6225197,10510807,四川省旺苍县烟草专卖局,旺苍县局,510800,510000
f00ee18a975247fcaaa4b9e0a4f51d12,10513414,四川省昭觉县烟草专卖局,昭觉县局,513400,510000
8fc55c1bd9ed4143acd531c1690d61ad,10510804,四川省朝天区烟草专卖局,广元市朝天区局,510800,510000
b56a8a3a624e4d1fa0565ef564fa625e,10513413,四川省木里藏族自治县烟草专卖局,木里县局,513400,510000
df8ac36099dd493cafe8cebf6d7b1e5a,10513206,四川省松潘县烟草专卖局,松潘县局,513200,510000
ae3e20468ee94a148818cc10b198ed96,10510706,四川省梓潼县烟草专卖局,梓潼县局,510700,510000
642a204e445d4900acf1b808171d20a9,10511602,四川省武胜县烟草专卖局,武胜县局,511600,510000
db244a2bedca46c5acde9e4dbf1940f2,10511805,四川省汉源县烟草专卖局,汉源县局,511800,510000
9a5b8cd28a084e33958ea2bdb3355cb5,10511505,四川省江安县烟草专卖局,江安县局,511500,510000
6ff1914d9a69485aa50a4654b92cec19,10510707,四川省江油市烟草专卖局,江油市局,510700,510000
735b81f6ca404782ab2cf4ca964eafda,10513202,四川省汶川县烟草专卖局,汶川县局,513200,510000
b9f6bbbe53e94e38941c1d04b869c091,10511109,四川省沐川县烟草专卖局,沐川县局,511100,510000
53d5153db0f14f22a082216a15dcb9b4,10511404,四川省洪雅县烟草专卖局,洪雅县局,511400,510000
b06aebe1faf544439f8d6d21e9b0cab6,10511705,四川省渠县烟草专卖局,渠县局,511700,510000
f9071a2738774cc580b4c8fd1d4c7f32,19510001,四川省烟叶生产购销公司,四川省烟叶生产购销公司,510000,510000
3945c6c6caf941168ccc008fc328e2c2,10510001,四川省烟草专卖局,四川省局,510000,510000
8d37a15a94f245c58ae33cf1bd7684a3,11511101,四川省烟草公司乐山市公司,四川省烟草乐山市公司,511100,510000
d5ad44a7a4214322aceece8c008c22a5,11511001,四川省烟草公司内江市公司,四川省烟草内江市公司,511000,510000
c51e3e5d44a843b79d399e91766b150d,11513401,四川省烟草公司凉山州公司,四川省烟草凉山州公司,513400,510000
67333cf483bf444fbe5ecfebe269c413,11513403,四川省烟草公司凉山州公司会东营销部,四川凉山州公司会东营销部,513400,510000
1702d5a2bfa640daadf7df643bd2a262,11513402,四川省烟草公司凉山州公司会理营销部,四川凉山州公司会理营销部,513400,510000
afb530255f454bdba2989d60bfa2e9a3,11513408,四川省烟草公司凉山州公司冕宁营销部,四川省凉山州公司冕宁营销部,513400,510000
6240b92bee8d450f85d7b2a8cea3ae48,11513412,四川省烟草公司凉山州公司喜德县营销部,四川省烟草公司凉山州公司喜德县营销部,513400,510000
486d139f2eb3424aac9e07da58076555,11513404,四川省烟草公司凉山州公司宁南营销部,四川省凉山州公司宁南营销部,513400,510000
d0ef917137e14eca8318af36636a6484,11513416,四川省烟草公司凉山州公司布拖县营销部,四川省烟草公司凉山州公司布拖县营销部,513400,510000
46ed3714b6db46df8b81f734c35232d0,11513406,四川省烟草公司凉山州公司德昌营销部,四川省凉山州公司德昌营销部,513400,510000
255dfff5136d41f0946cb96e05340c91,11513415,四川省烟草公司凉山州公司昭觉县营销部,四川省烟草公司凉山州公司昭觉县营销部,513400,510000
3ea5e1a7140342da8d324784dbba8b3d,11513405,四川省烟草公司凉山州公司普格营销部,四川省凉山州公司普格营销部,513400,510000
fe4f55252d734763a6e47304f637e755,11513413,四川省烟草公司凉山州公司甘洛县营销部,四川省烟草公司凉山州公司甘洛县营销部,513400,510000
c3f83d9c53b64e4faacfbdd194bb2a74,11513410,四川省烟草公司凉山州公司盐源营销部,四川省凉山州公司盐源营销部,513400,510000
73c44774639f4b90975d63f8e50a073e,11513414,四川省烟草公司凉山州公司美姑县营销部,四川省烟草公司凉山州公司美姑县营销部,513400,510000
3b92238e19ed444188f7d24f391d7cbf,11513407,四川省烟草公司凉山州公司西昌营销部,四川省凉山州公司西昌营销部,513400,510000
0ec20a38d49547b58cd52994a725d1eb,11513409,四川省烟草公司凉山州公司越西营销部,四川省凉山州公司越西营销部,513400,510000
94852dbe1e2c40e2adbb02daff4a42eb,11513411,四川省烟草公司凉山州公司金阳营销部,四川省凉山州公司金阳营销部,513400,510000
3054c2dd5b844952a66507ac722fe1e4,11511301,四川省烟草公司南充市公司,四川省烟草南充市公司,511300,510000
d6c4fc5859cc4841b6e480df38d84f25,11511501,四川省烟草公司宜宾市公司,四川省烟草公司宜宾市公司,511500,510000
5c1ea66d9d7748fc9c96421f0dee1723,11511502,四川省烟草公司宜宾市公司兴文营销部,四川省宜宾市公司兴文营销部,511500,510000
f6d1e1ecfac149a8b957f5b4cc0bfe9f,11511505,四川省烟草公司宜宾市公司屏山营销部,四川省宜宾市公司屏山营销部,511500,510000
e89b80c1655a4d3ab6bc825aced91001,11511503,四川省烟草公司宜宾市公司珙县营销部,四川省宜宾市公司珙县营销部,511500,510000
cce79e8cb8d546668d9bdbc767ee127e,11511504,四川省烟草公司宜宾市公司筠连营销部,四川省宜宾市公司筠连营销部,511500,510000
6b1ac217a84c4ef8905b6a9ab828349a,11511506,四川省烟草公司宜宾市公司长宁营销部,四川省烟草公司宜宾市公司长宁营销部,511500,510000
7444e1ed3daa41c7b9beb6c33d914bbe,11511901,四川省烟草公司巴中市公司,四川省烟草巴中市公司,511900,510000
9574da7141604285a4594f148cbb8321,11510801,四川省烟草公司广元市公司,四川省烟草广元市公司,510800,510000
dc05fd6fbd3f4147a2079c8dc56f55fc,11510802,四川省烟草公司广元市公司元坝区烟叶生产管理部,四川省广元市元坝区烟叶生产管理部,510800,510000
9ca166d385f647c6ab3271111f916ff2,11510804,四川省烟草公司广元市公司剑阁县烟叶生产管理部,四川省广元市剑阁县烟叶生产管理部,510800,510000
dcb8e4be8ee041828d520c5d3ed593a2,11510803,四川省烟草公司广元市公司旺苍县烟叶生产管理部,四川省广元市旺苍县烟叶生产管理部,510800,510000
9a1d3433998f4af4bdf3e9fc52b73f05,11511601,四川省烟草公司广安市公司,四川省烟草广安市公司,511600,510000
432dbe87156144b5be537e99dda35b07,11510601,四川省烟草公司德阳市公司,四川省烟草德阳市公司,510600,510000
288e01beded04b0fa5c73770b2947631,11510101,四川省烟草公司成都市公司,四川省烟草成都市公司,510100,510000
d7787aa2cc1f43e8b6fcaf75a381555b,11510401,四川省烟草公司攀枝花市公司,四川省烟草攀枝花市公司,510400,510000
251da838b16b4271add0613ad52a9f7b,11510404,四川省烟草公司攀枝花市公司仁和烟草营销部,四川省攀枝花市公司仁和烟草营销部,510400,510000
114806b27c224a4e88b20c5ca008c202,11510403,四川省烟草公司攀枝花市公司盐边烟草营销部,四川省攀枝花市公司盐边烟草营销部,510400,510000
93115c5f66d54f109a831968dc4cc5a2,11510402,四川省烟草公司攀枝花市公司米易烟草营销部,四川省攀枝花市公司米易烟草营销部,510400,510000
2f3f92703e3e45dfa1527c2b933eee14,11510501,四川省烟草公司泸州市公司,四川省烟草泸州市公司,510500,510000
78cfa6b3b6c645ec9f4e74b20a5459b0,11510503,四川省烟草公司泸州市公司叙永营销部,四川省泸州市公司叙永营销部,510500,510000
39dd53ca92a94b529ddc67fc6057a7c7,11510502,四川省烟草公司泸州市公司古蔺营销部,四川省泸州市公司古蔺营销部,510500,510000
173b36aa4e8d40c58100d5332b0b42ad,11510504,四川省烟草公司泸州市公司合江营销部,四川省烟草公司泸州市公司合江营销部,510500,510000
59f37db988bb412597778b9fe84e62c2,11513301,四川省烟草公司甘孜州公司,四川省烟草甘孜州公司,513300,510000
f851dc8caa314326a66ced327d088935,11511401,四川省烟草公司眉山市公司,四川省烟草眉山市公司,511400,510000
96c294a70e3044c7a9a834096f6f7c1c,22510701,四川省烟草公司绵阳分公司平武卷烟营销部,四川省烟草公司绵阳分公司平武卷烟营销部,510700,510000
0dad5740d6314d179686fc6103c8d582,11510701,四川省烟草公司绵阳市公司,四川省烟草绵阳市公司,510700,510000
9c8626183c444b0e922edd5cf13bd63e,11510301,四川省烟草公司自贡市公司,四川省烟草自贡市公司,510300,510000
8724cdd40c9d472f85f322172a4c2447,11512001,四川省烟草公司资阳市公司,四川省烟草资阳市公司,512000,510000
a2bae109fa73495785a60b04afe4dbc1,11511701,四川省烟草公司达州市公司,四川省烟草达州市公司,511700,510000
4322111b4a1d46c6aa9a0dfdaf7571f0,11511705,四川省烟草公司达州市公司万源烟草营销部,四川省达州市万源烟草营销部,511700,510000
7c7aba16f6b647499194b60307bc89c8,11511702,四川省烟草公司达州市公司宣汉烟草营销部,四川省达州市公司宣汉烟草营销部,511700,510000
bebf25eda9894fb9989b4dd413e03f97,11511704,四川省烟草公司达州市公司开江烟草营销部,四川省达州市开江烟草营销部,511700,510000
14b37d0d7d7a46cbbb1e30d0894a72ba,11511703,四川省烟草公司达州市公司达县烟草营销部,四川省达州市公司达县烟草营销部,511700,510000
2480abcfb7a14a92be9955d8219fb999,11510901,四川省烟草公司遂宁市公司,四川省烟草遂宁市公司,510900,510000
223d6e669ede45f093cca670b75cbcd6,11510102,四川省烟草公司都江堰市公司,四川省烟草都江堰分公司,510181,510000
4ce143774b9a4516b8e377725058b83b,11513201,四川省烟草公司阿坝州公司,四川省烟草阿坝州公司,513200,510000
f53ca40fd0ce40af94f8ee29c9f385e5,11511801,四川省烟草公司雅安市公司,四川省烟草雅安市公司,511800,510000
b5d390810f734f1faaa0e4fdb89e253a,10511107,四川省犍为县烟草专卖局,犍为县局,511100,510000
51029aec78f24747970c21f81f3df478,10511509,四川省珙县烟草专卖局,珙县局,511500,510000
c0495f78de8a4eb1b0a9eeded5c07e32,10513203,四川省理县烟草专卖局,理县局,513200,510000
1193c88f4fb64170b0cdc434ea9d1d6e,10513301,四川省甘孜藏族自治州烟草专卖局,甘孜州分局,513300,510000
d44d4c0c31fa4d5e9308d7cd3d6d5b5c,10510705,四川省盐亭县烟草专卖局,盐亭县局,510700,510000
7f82f81c884944a1a2f0c2d64b949b1e,10511806,四川省石棉县烟草专卖局,石棉县局,511800,510000
604210af5cdc4119905265c1be2e42ce,10511508,四川省筠连县烟草专卖局,筠连局,511500,510000
5473296040d24c38b6ec2782dc180a93,10512003,四川省简阳市烟草专卖局,简阳市局,512000,510000
9fa827fddbbc46f2941388524107f352,10513213,四川省红原县烟草专卖局,红原县局,513200,510000
bc131d989809423a97e7affa40fcb13c,10513416,四川省美姑县烟草专卖局,美姑县局,513400,510000
a462f87e9f8c43f59861ac2cc9708e67,10511808,四川省芦山县烟草专卖局,芦山县局,511800,510000
b36f111f78794832965a96f6495d7f07,10510808,四川省苍溪县烟草专卖局,苍溪县局,510800,510000
523ae55fe9064dfea592ad5dfcff3d72,10513212,四川省若尔盖县烟草专卖局,若尔盖县局,513200,510000
ca70e6021a9847e19429411823b532aa,10513204,四川省茂县烟草专卖局,茂县局,513200,510000
f5bd92626df84ef0965f11b016b7e280,10511804,四川省荥经县烟草专卖局,荥经县局,511800,510000
d04192693165403689f84931addfa213,10511307,四川省营山县烟草专卖局,营山县局,511300,510000
c44dea1b538c47e9bb5ff4f58107241b,10511308,四川省蓬安县烟草专卖局,蓬安县局,511300,510000
4b21a40806c542959fe9cf7abbbcf9f4,10510903,四川省蓬溪县烟草专卖局,蓬溪县局,510900,510000
32b6b9f1147749fbbe90d9d75229bb4b,10511303,四川省西充县烟草专卖局,西充县局,511300,510000
ea6943a386a842b489672e97162b434c,10513410,四川省越西县烟草专卖局,越西县局,513400,510000
3f7fe9191d664f9b96e8eabd01c6c92a,10511703,四川省达县烟草专卖局,达县局,511700,510000
84af6ec3367e4df3b2c252412c6cab7c,10511701,四川省达州市烟草专卖局,达州市局,511700,510000
1e4347c4c31d48bb84ea9e443da42b9d,10511702,四川省达州市通川区烟草专卖局,达州市通川区局,511700,510000
99c0a227a1934aa3aa2479d4aebdcaae,10511903,四川省通江县烟草专卖局,通江县局,511900,510000
e296b66977634938bb5235f94706f056,10510902,四川省遂宁市烟草专卖局直属局,遂宁市市中区局,510900,510000
cc960cc12b8947f99ba452c8a1cefa30,10511606,四川省邻水县烟草专卖局,邻水县局,511600,510000
28660f4587e24fdf99ec2f919603fcfb,10510111,四川省郫县烟草专卖局,郫县局,510100,510000
129c61a8a7184f2eba1f598e421fc718,10510118,四川省都江堰市烟草专卖局,四川省都江堰市局,510181,510000
3367b40131024356853f99d7c779005d,11510201,四川省都江堰烟草分公司,四川省都江堰烟草分公司,510181,510000
a9c0c30cec254a98aeca003e258d7c7e,10513209,四川省金川县烟草专卖局,金川县局,513200,510000
1843629b5c0b42ce8ccfc87e99efc54d,10513417,四川省金阳县烟草专卖局,金阳县局,513400,510000
40e96cc2043c4ef19a6f0b271ccb1356,10511506,四川省长宁县烟草专卖局,长宁县局,511500,510000
73c7ab868c8d49249dea2576b8f21cad,10511305,四川省阆中市烟草专卖局,阆中市局,511300,510000
bdb7eae347c24518bb7c1056dfa259e0,10513211,四川省阿坝县烟草专卖局,阿坝县局,513200,510000
776de18490e44195ab0f181398dde1d6,10513201,四川省阿坝藏族羌族自治州烟草专卖局,阿坝州局,513200,510000
b4a16ed97ddb4f8cade1570ade421c68,10511801,四川省雅安市烟草专卖局,雅安市局,511800,510000
9f21004d97ad4b0f830075a078851ac2,10511802,四川省雅安市烟草专卖局雨城区分局,雅安市局雨城区分局,511800,510000
60135491fdfa4e209d03c979d54210e3,10510805,四川省青川县烟草专卖局,青川县局,510800,510000
53e1aba1a0084c09a53909399d706cc6,10511406,四川省青神县烟草专卖局,青神县局,511400,510000
f9451a3293d841e0ad9c0349601665cd,10513208,四川省马尔康县烟草专卖局,马尔康县局,513200,510000
a93e83b856794627bec2761b09a7d864,10511111,四川省马边彝族自治县烟草专卖局,马边彝族自治县局,511100,510000
438098b11e7d4ef082ca84fcb5543603,10513205,四川省黑水县烟草专卖局,黑水县局,513200,510000
9764bad9ee2b4153bf69236487461eaa,99510101,四川诚至诚烟草投资有限责任公司,四川诚至诚烟草投资公司,510100,510000
0837df5f3a5e4cbdbb7cb17a2be62990,99510001,四川诚至诚烟草投资有限责任公司,四川诚至诚烟草投资公司,510100,510000
15b771d95b5c4465b54f95f59000a041,99510003,四川诚至诚电子商务有限公司,四川诚至诚电子商务有限公司,510100,510000
fc3a7925a3b84e7b88662f5af7750f4a,10220301,四平市烟草专卖局,四平市局,220300,220000
e68ca66119cf408ea37923fd0ea51964,10421108,团风县烟草专卖局,团风县局,421121,420000
60d5cf6510c64971aa885d51b22bd461,11421108,团风县烟草公司,团风县烟草公司,421100,420000
38d1fec87c3244ca8be8d42db443c5e0,10130802,围场满族蒙古族自治县烟草专卖局,围场满族蒙古族自治县局,130828,130000
f3cb3933eb594cbfaa163fbb25113d75,10640407,固原市原州区烟草专卖局,固原市原州区烟草专卖局,640400,640000
1cd8fe5703f14ebe85cfdf16fc37f92f,10640401,固原市烟草专卖局,固原市局,640400,640000
97b9cbf3aa374b56820cf6a63f7903e6,10411503,固始县烟草专卖局,固始县局,411525,410000
80c23016d754499da241f2ce715d3d69,10340304,固镇县烟草专卖局,固镇县局,340323,340000
3ef3a4db576e4132ad61569330e7dc72,90000001,国外烟草机构,国外烟草机构,810000,810000
ad74f9c055f44b0297148408c4f025cc,10000001,国家烟草专卖局,国家局,110000,110000
2172b4ef16b44899b69e3f5b8d559a68,99000007,国家烟草专卖局机关服务中心,机关服务中心,110102,110000
fd65bb2f6a4b4f6c9519b45cf24acbc0,17000001,国家烟草质量监督检验中心,国家烟草质量监督检验中心,410100,410000
a6d785be2ffb4cf1a5b719fe136b20f6,10222406,图们市烟草专卖局,图们市局,222402,220000
0d6d3925f3224a8b8278b5bc322bf899,10653102,图木舒克市烟草专卖局,图木舒克市局,659003,650000
accf1fd6084742fc83361d509ba56d0b,10140814,垣曲县烟草专卖局,垣曲县局,140827,140000
490d36f1607a40a083a6a652b93bbbce,10370502,垦利县烟草专卖局,垦利县局,370521,370000
02bb8be0a7274cadb98f9970050dfb74,10411106,城区烟草专卖局,城区烟草专卖局,411100,410000
b000cd438084443189c0a2e14562f7a3,10610702,城固县烟草专卖局,城固县局,610722,610000
96ee19d4db7e4d619f5134ba2ecd1a2a,10430502,城步县烟草专卖局,城步县局,430529,430000
be5d0e6df4fa4637a36d54ba6142d5cf,10654209,塔城市烟草专卖局,塔城市局,654201,650000
235e0a7ceeed44d7b83cae026d348c4e,10232702,塔河县烟草专卖局,塔河县局,232722,230000
ef74402a28b847af9a0ea3f52f8bd925,10140410,壶关县烟草专卖局,壶关县局,140427,140000
d4b3185c00784361b6413bc97d761fce,10140811,夏县烟草专卖局,夏县局,140828,140000
1445794a620a4f21ba7a8b3db58fa33f,10623002,夏河县烟草专卖局,甘南州夏河县局,623027,620000
4b6a0ef90a5a46b6af243d4eb42c6e27,10371410,夏津县烟草专卖局,夏津县局,371427,370000
1f30cb98e5374d4ba22d2edc66f58948,10411407,夏邑县烟草专卖局,夏邑县局,411426,410000
254e4cf3d5aa47a08aff981beda7b6a3,10210102,大东区烟草专卖局,大东区局,210104,210000
883dc934150f4c49ae928402c8a77de1,10320908,大丰市烟草专卖局,大丰市局,320982,320000
e5f32eecebea4db189e227b51b2687a5,11360704,大余县烟草公司,大余县烟草公司,360700,360000
81af3a2d79c5452e9d7412bb06450d6d,10232701,大兴安岭地区烟草专卖局,大兴安岭地区局,232700,230000
cb25bf3ead40427dadb14aaf146e514e,11232701,大兴安岭烟草分公司塔河营销部,大兴安岭烟草分公司塔河营销部,232700,230000
a736d38d44ec45f999ccc06147059fab,11232707,大兴安岭烟草分公司新林区卷烟配送站,大兴安岭烟草分公司新林区卷烟配送站,232700,230000
5b3fb5a8b9e54d57968e3409b0c53d98,11232706,大兴安岭烟草分公司松岭区卷烟配送站,大兴安岭烟草分公司松岭区卷烟配送站,232700,230000
f75741bfdfe84d61bdb89d0dafa68776,11232702,大兴安岭烟草分公司漠河营销部,大兴安岭烟草分公司漠河营销部,232700,230000
3567da1d1a4449d89dab06e6af32d61f,10420202,大冶市烟草专卖局,大冶市局,420281,420000
ccf1275a4b99432e857d02d2157e1f88,11420202,大冶市烟草公司,大冶市烟草公司,420200,420000
