论文里的名字,组织机构ID,组织机构代码,组织机构名称,组织机构简称,所属地市,所属省份
上海烟草集团公司思想政治工作处,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团公司技术中心,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团公司有限责任公司,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团公司检测站,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团公司营销部,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团北京卷烟厂,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂制丝电修组,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂制丝车间,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂制丝车间技术组,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂制丝车间电修组,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂制丝车间综合管理组,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂动力中心,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂技术中心,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂生产管理部,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团北京卷烟厂设备管理部,5dc1bdd2387a413797779924026ed4cc,12110101,上海烟草集团北京卷烟厂,上海烟草集团北京卷烟厂,110000,110000
上海烟草集团南汇烟草糖酒有限公司,6e5bd78194994e22abcc73c2f399c3ec,11310117,上海烟草集团南汇烟草糖酒有限公司,上海烟草集团南汇烟草糖酒有限公司,310000,310000
上海烟草集团卢湾烟草糖酒有限公司,7bae821de6924658af38cf83936f54ac,11310103,上海烟草集团卢湾烟草糖酒有限公司,上海烟草集团卢湾烟草糖酒有限公司,310000,310000
上海烟草集团嘉定烟草糖酒有限公司,3195c2daa3b74121aa22e25773e5d707,11310113,上海烟草集团嘉定烟草糖酒有限公司,上海烟草集团嘉定烟草糖酒有限公司,310000,310000
上海烟草集团天津卷烟厂,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团太仓海烟烟草薄片有限公司,766deee596f64290a49615c0550e3dba,99320501,上海烟草集团太仓海烟烟草薄片有限公司,太仓海烟烟草薄片有限公司,320500,320000
上海烟草集团太仓海烟烟草薄片有限公司制造部,766deee596f64290a49615c0550e3dba,99320501,上海烟草集团太仓海烟烟草薄片有限公司,太仓海烟烟草薄片有限公司,320500,320000
上海烟草集团太仓海烟烟草薄片有限公司技术中心,766deee596f64290a49615c0550e3dba,99320501,上海烟草集团太仓海烟烟草薄片有限公司,太仓海烟烟草薄片有限公司,320500,320000
上海烟草集团奉贤烟草糖酒有限公司,6561650b3dce4e888a7dab563a399935,11310118,上海烟草集团奉贤烟草糖酒有限公司,上海烟草集团奉贤烟草糖酒有限公司,310000,310000
上海烟草集团宝山烟草糖酒有限公司,86bbd4d16f924f468e7d5add450e96a8,11310112,上海烟草集团宝山烟草糖酒有限公司,上海烟草集团宝山烟草糖酒有限公司,310000,310000
上海烟草集团宝山烟草糖酒有限公司营销部,86bbd4d16f924f468e7d5add450e96a8,11310112,上海烟草集团宝山烟草糖酒有限公司,上海烟草集团宝山烟草糖酒有限公司,310000,310000
上海烟草集团崇明烟草糖酒有限公司,46148a457fe64c95b95ac09195699472,11310201,上海烟草集团崇明烟草糖酒有限公司,上海烟草集团崇明烟草糖酒有限公司,310000,310000
上海烟草集团徐汇烟草糖酒有限公司,3d3cc605f3b94718b588ae54ffcc209c,11310104,上海烟草集团徐汇烟草糖酒有限公司,上海烟草集团徐汇烟草糖酒有限公司,310000,310000
上海烟草集团普陀烟草糖酒有限公司,e1b99fd26a8c4e279680b176f8c51b01,11310107,上海烟草集团普陀烟草糖酒有限公司,上海烟草集团普陀烟草糖酒有限公司,310000,310000
上海烟草集团普陀烟草糖酒有限公司党委,e1b99fd26a8c4e279680b176f8c51b01,11310107,上海烟草集团普陀烟草糖酒有限公司,上海烟草集团普陀烟草糖酒有限公司,310000,310000
上海烟草集团有限公司天津卷烟厂,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司 上海卷烟厂二车间,569f9ae8ee7a428fb7fc94bd247506ea,12310102,上海卷烟厂,上海卷烟厂,310100,310000
上海烟草集团有限责任公司 烟草行业卷烟烟气重点实验室,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
"上海烟草集团有限责任公司,技术研发中心",618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
"上海烟草集团有限责任公司,新型烟草制品工程中心",618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司、烟草行业卷烟烟气重点实验室,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司三产管理中心,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司上海卷烟厂,569f9ae8ee7a428fb7fc94bd247506ea,12310102,上海卷烟厂,上海卷烟厂,310100,310000
上海烟草集团有限责任公司上海卷烟厂党委,569f9ae8ee7a428fb7fc94bd247506ea,12310102,上海卷烟厂,上海卷烟厂,310100,310000
上海烟草集团有限责任公司上海烟草储运公司工会,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司上海烟草储运公司门诊部,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司信息中心,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司北京卷烟厂,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司卷烟烟气重点实验室,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司嘉定分局,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司基建设备处,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司基建设备处计量科,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司天津卷烟厂,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津卷烟厂一车间,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津卷烟厂人力资源科,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津卷烟厂动力部,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津卷烟厂工会,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津卷烟厂工程设备科,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津卷烟厂政工科,0711f5130e7840508df8094514828f73,12120101,天津卷烟厂,天津卷烟厂,120000,120000
上海烟草集团有限责任公司天津器烟厂,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
上海烟草集团有限责任公司审计处,618e914d95a74cfa9ccebfa4aed78aa3,11310001,上海烟草集团有限责任公司,上海烟草集团公司,310000,310000
