论文里的名字,组织机构ID,组织机构代码,组织机构名称,组织机构简称,所属地市,所属省份
宜都市烟草专卖局,4e403d60c36e493aa5390eb53050522d,10420509,宜都市烟草专卖局,宜都市局,420581,420000
宜阳县烟草专卖局,bf48a37111264d5aa67d6a6eb270293b,10410312,宜阳县烟草专卖局,宜阳县局,410327,410000
宝应县烟草专卖局,3bf640ec8fba454a8def9d3dbf256b90,10321006,宝应县烟草专卖局,宝应县局,321023,320000
宝鸡市岐山县烟草专卖局(分公司),7aa0a290034641cabc74a5941d4a2501,10610304,岐山县烟草专卖局,岐山县局,610323,610000
宝鸡市烟草专卖局,a876e48517d445d2b85550d8818af88c,10610301,宝鸡市烟草专卖局,10610301,610300,610000
宝鸡市烟草专卖局(公司),a876e48517d445d2b85550d8818af88c,10610301,宝鸡市烟草专卖局,10610301,610300,610000
宝鸡市烟草专卖局（公司）,a876e48517d445d2b85550d8818af88c,10610301,宝鸡市烟草专卖局,10610301,610300,610000
宝鸡市眉县烟草专卖局,9f61b99eaa714143bf2805663ec2d48d,10610305,眉县烟草专卖局,眉县局,610326,610000
宝鸡市眉县烟草专卖局（分公司）,9f61b99eaa714143bf2805663ec2d48d,10610305,眉县烟草专卖局,眉县局,610326,610000
宝鸡市陈仓区烟草专卖局,1b9c4e74d44f4111834941e9323c150b,10610312,宝鸡市陈仓区烟草专卖局,宝鸡市陈仓区局,610300,610000
宝鸡市陈仓区烟草专卖局(公司),1b9c4e74d44f4111834941e9323c150b,10610312,宝鸡市陈仓区烟草专卖局,宝鸡市陈仓区局,610300,610000
宝鸡市陈仓区烟草专卖局(分公司),1b9c4e74d44f4111834941e9323c150b,10610312,宝鸡市陈仓区烟草专卖局,宝鸡市陈仓区局,610300,610000
宣化县烟草专卖局,b1cfbaacd4f649dd9265c79c6f7f2e4b,10130713,宣化县烟草专卖局,宣化县局,130721,130000
宣化县烟草专卖局（公司）,b1cfbaacd4f649dd9265c79c6f7f2e4b,10130713,宣化县烟草专卖局,宣化县局,130721,130000
容县烟草专卖局,920884467be74710bc056875b3eb50f5,10450902,容县烟草专卖局,容县局,450921,450000
宽城县烟草专卖局营销部,50177de94d4940afb731c3a4502df93e,10130805,宽城县烟草专卖局,宽城县局,130827,130000
宽城县烟草专卖局（营销部）,50177de94d4940afb731c3a4502df93e,10130805,宽城县烟草专卖局,宽城县局,130827,130000
宾阳县烟草专卖局,bd851ae152a4457b821f000801bc2771,10450110,宾阳县烟草专卖局,宾阳县局,450126,450000
宿迁市烟草专卖局,f46ac3066dbc4de5972b54f82c1facd1,10321301,宿迁市烟草专卖局,宿迁市局,321300,320000
宿迁市烟草专卖局(公司),f46ac3066dbc4de5972b54f82c1facd1,10321301,宿迁市烟草专卖局,宿迁市局,321300,320000
密山市烟草专卖局(营销部),ee075463fdcf4c1980ab2e8ca61f3e1e,10230302,密山市烟草专卖局,密山市局,230382,230000
富川县烟草专卖局,c71191423c064a8abc83d601e884bc09,10451103,富川县烟草专卖局,富川县局,451123,450000
富川县烟草专卖局(公司),c71191423c064a8abc83d601e884bc09,10451103,富川县烟草专卖局,富川县局,451123,450000
富川县烟草公司,20aa5238ebc047d68f8162397b566154,11451103,富川 县烟草公司,富川县烟草公司,451100,450000
富阳市烟草专卖局,51ec0928e6a345af924ecb439ad76860,10330105,富阳市烟草专卖局,浙江省富阳市局,330100,330000
寿宁县烟草专卖局,7b77b19bc67944709bed97188aefe52c,10350907,寿宁县烟草专卖局,寿宁县局,350924,350000
将军烟草(集团)有限公司济南卷烟厂,3a72fff37537477e94f8d55e22d09d3a,12370102,济南卷烟厂,济南卷烟厂,370100,370000
将军烟草集团,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团公司,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团技术中心,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团有限公司,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团有限公司工艺技术处,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团有限公司技术中心,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团有限公司济南卷烟厂,3a72fff37537477e94f8d55e22d09d3a,12370102,济南卷烟厂,济南卷烟厂,370100,370000
将军烟草集团有限公司济南卷烟厂卷包车间,3a72fff37537477e94f8d55e22d09d3a,12370102,济南卷烟厂,济南卷烟厂,370100,370000
将军烟草集团有限公司烟辅中心,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
将军烟草集团济南卷烟厂,3a72fff37537477e94f8d55e22d09d3a,12370102,济南卷烟厂,济南卷烟厂,370100,370000
将军（烟草）集团济南卷烟厂制丝车间QC小组,3a72fff37537477e94f8d55e22d09d3a,12370102,济南卷烟厂,济南卷烟厂,370100,370000
尤溪县烟草专卖局(分公司),a840fb04f1624141b1afac0332a69fa2,10350403,尤溪县烟草专卖局,尤溪县局,350426,350000
山东东营烟草有限公司,e03510d79c7b4a868c009714d88da48c,11370501,山东东营烟草有限公司,山东东营烟草有限公司,370500,370000
山东东营烟草有限公司物流配送中心,e03510d79c7b4a868c009714d88da48c,11370501,山东东营烟草有限公司,山东东营烟草有限公司,370500,370000
山东中烟将军烟草集团有限公司,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
山东临沂市兰山区烟草专卖局,524d6b446c064fa99349050a9ddb5b39,10371306,临沂市兰山区烟草专卖局,临沂市兰山区局,371302,370000
山东临沂市烟草专卖局(公司),6171fb5956214000b78ffa23d674722b,10371301,临沂市烟草专卖局,临沂市局,371300,370000
山东临沂烟草有限公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司临沐分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司临沭分公司,07a5e2dcbf304617bf3db6a8a41895fe,11371307,山东临沂烟草有限公司临沭分公司,山东临沂烟草有限公司临沭分公司,371300,370000
山东临沂烟草有限公司兰山营销部,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司兰陵分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司平邑分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司沂南分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司沂南县分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司沂水分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司莒南分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司蒙阴分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司蒙阴烟草分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司费县分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东临沂烟草有限公司费县局(分公司,4e3b5e51553d4a2fa26c8c792841006a,10520109,贵阳市烟草专卖局修文县烟草专卖局,贵阳市局修文县局,520123,520000
山东临沂烟草有限公司郯城分公司,01197953380b4ecabf15d67afd45c239,11371301,山东临沂烟草有限公司,山东临沂烟草有限公司,371300,370000
山东单县烟草专卖局,1d8eb57806d54678b1910a69760abab6,10371705,单县烟草专卖局,单县局,371722,370000
山东威海烟草有限公司,3e201b2b165a49bf843a7d6f94545500,11371001,山东威海烟草有限公司,山东威海烟草有限公司,371000,370000
山东威海烟草有限公司综合信息科,3e201b2b165a49bf843a7d6f94545500,11371001,山东威海烟草有限公司,山东威海烟草有限公司,371000,370000
山东威海烟草有限公司荣成营销部,3e201b2b165a49bf843a7d6f94545500,11371001,山东威海烟草有限公司,山东威海烟草有限公司,371000,370000
山东将军烟草集团,7445f47771d34c2f91ef20bae0ee21f0,12370101,将军烟草集团有限公司,将军烟草集团,370100,370000
山东德州宁津县烟草专卖局营销部,f10cdc34c5ee45cd9bba310c25ccd580,10371405,宁津县烟草专卖局,宁津县局,371422,370000
山东德州烟草有限公司,a96c7d334e674709a4d53fd82f6af00a,11371401,山东德州烟草有限公司,山东德州烟草有限公司,371400,370000
"山东德州烟草有限公司,夏津营销部",a96c7d334e674709a4d53fd82f6af00a,11371401,山东德州烟草有限公司,山东德州烟草有限公司,371400,370000
山东德州烟草有限公司卷烟物流配送中心,a96c7d334e674709a4d53fd82f6af00a,11371401,山东德州烟草有限公司,山东德州烟草有限公司,371400,370000
山东德州烟草有限公司宁津营销部,a96c7d334e674709a4d53fd82f6af00a,11371401,山东德州烟草有限公司,山东德州烟草有限公司,371400,370000
山东德州烟草有限公司平原营销部,a96c7d334e674709a4d53fd82f6af00a,11371401,山东德州烟草有限公司,山东德州烟草有限公司,371400,370000
山东德州烟草有限公司德城区营销部,a96c7d334e674709a4d53fd82f6af00a,11371401,山东德州烟草有限公司,山东德州烟草有限公司,371400,370000
