论文里的名字,﻿组织机构ID,组织机构代码,组织机构名称,组织机构简称,所属地市,所属省份
枣庄市烟草专卖局(公司)信息中心,8919c25734d34326a7bdcc3879502767,99000006,中烟烟机零配件采购服务中心有限责任公司,烟机零配件采购服务中心,110106,110000
枣庄市烟草专卖局枣庄泰山1532综合部,22d5f9344712412b818f9d2f6abc3efd,10370404,枣庄市台儿庄区烟草专卖局,枣庄市台儿庄区局,370405,370000
柘荣县烟草专卖局（营销部）,fc5f107d1ad14994ae0957f1e7312470,10350909,柘荣县烟草专卖局,柘荣县局,350926,350000
柳城县烟草专卖局,02d092ea851645dfa5d73fcff620e940,10450203,柳城县烟草专卖局,柳城县局,450222,450000
柳州市城区烟草专卖局,abc2e0a9341a45b099d752b1e4e86644,10450208,柳州市城区烟草专卖局,柳州市城区局,450200,450000
柳江县烟草专卖局,ce9925c89ef34d2eae8f76c4b98725b0,10450202,柳江县烟草专卖局,柳江县局,450221,450000
株洲市攸县烟草专卖局,f68e3bad072b4c58b66abd37d1cb7b26,10430201,株洲市烟草专卖局,株洲市局,430200,430000
株洲市烟草专卖局,f68e3bad072b4c58b66abd37d1cb7b26,10430201,株洲市烟草专卖局,株洲市局,430200,430000
株洲市烟草专卖局(公司),f68e3bad072b4c58b66abd37d1cb7b26,10430201,株洲市烟草专卖局,株洲市局,430200,430000
株洲市烟草专卖局（公司）,f68e3bad072b4c58b66abd37d1cb7b26,10430201,株洲市烟草专卖局,株洲市局,430200,430000
株洲市烟草专卖局（公司）烟叶科,f68e3bad072b4c58b66abd37d1cb7b26,10430201,株洲市烟草专卖局,株洲市局,430200,430000
株洲市烟草专卖局（公司）营销中心,f68e3bad072b4c58b66abd37d1cb7b26,10430201,株洲市烟草专卖局,株洲市局,430200,430000
株洲市醴陵市烟草专卖局,965827561a8d4c2c9282421b2856f999,10430203,醴陵市烟草专卖局,醴陵市局,430281,430000
桂平市烟草专卖局,76b325be1fa643f0bb69cd77f755f9c0,10450802,桂平市烟草专卖局,桂平市局,450881,450000
桂平市烟草专卖局综合管理办公室,76b325be1fa643f0bb69cd77f755f9c0,10450802,桂平市烟草专卖局,桂平市局,450881,450000
桂阳县烟草专卖局,4d221f1964704315a8cd621db6691f78,10431004,桂阳县烟草专卖局,桂阳县局,431021,430000
桃源县烟草专卖局,39766a6258d94a93832c864205c7af23,10430708,桃源县烟草专卖局,桃源县局,430725,430000
桐梓县烟草专卖局分公司,75845566d60848d7bd10347c421b44ff,10520304,桐梓县烟草专卖局,桐梓县局,520322,520000
桑植县烟草专卖局,cd6b56b49eb847ee9dc85695a8c7b3ca,10430803,桑植县烟草专卖局,桑植县局,430822,430000
梅州市烟草专卖局,4ffc69be209a44878c52cb7f1b80fc54,12441401,广东梅州卷烟厂,梅州卷烟厂,441400,440000
梅州市烟草专卖局（公司）,4ffc69be209a44878c52cb7f1b80fc54,12441401,广东梅州卷烟厂,梅州卷烟厂,441400,440000
楚雄州烟草公司大姚分公司,4ee2c896c8a44d14a5e6b3cefb01944a,11532303,楚雄州烟草公司大姚分公司,楚雄州烟草公司大姚分公司,532300,530000
榆林市烟草专卖局,e37b4ce5f5a84f459177722a22107d97,15610801,榆林卷烟材料厂,榆林卷烟材料厂,610800,610000
横县烟草专卖局,3b69d46d7c684a09a4ad994ee54c0d79,10450111,横县烟草专卖局,横县局,450127,450000
横县烟草专卖局(营销部),3b69d46d7c684a09a4ad994ee54c0d79,10450111,横县烟草专卖局,横县局,450127,450000
武义县烟草专卖局,8c4e542a4efb4debbc29165b38671474,10330707,武义县烟草专卖局,浙江省武义县局,330700,330000
武冈市烟草专卖局,0b06f1f5c04746da8ed0a2bc85956be6,10430508,武冈市烟草专卖局,武冈市局,430581,430000
武城县烟草专卖局营销部,496d717bddf5478f939610b84b035fa6,10371409,武城县烟草专卖局,武城县局,371428,370000
"武夷山市烟草专卖局,218989af5d834b3fa9be3221c3d11e71,10350703,武夷山市烟草专卖局,武夷山市局,350782,350000
武平县烟草专卖局,9053580b9d144a98a997eceaf70436f9,10350805,武平县烟草专卖局,武平县局,350824,350000
武汉市新洲区烟草公司,0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉市烟草专卖局,0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉市烟草专卖局(公司),0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉市烟草专卖局(公司)科技信息中心,415553b46c204528b4c9909c2433567a,15530002,云南中烟新材料科技有限公司,云南中烟新材料公司,530100,530000
武汉市烟草专卖局青山区分局,0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉市烟草专卖局青山区分局党总支,0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉市烟草专卖局（公司）,0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉市烟草专卖局（公司）党委,0c0b4904072e433f9c0261eba659d9bb,99420102,中维地产武汉有限公司,中维地产武汉有限公司,420100,420000
武汉烟草(集团)有限公司武汉卷烟厂,f1f9bc6b50ad4ca4b965783948bf4498,12420101,湖北中烟工业有限责任公司武汉卷烟厂,武汉卷烟厂,420100,420000
武汉烟草集团有限公司三峡卷烟厂,f1f9bc6b50ad4ca4b965783948bf4498,12420101,湖北中烟工业有限责任公司武汉卷烟厂,武汉卷烟厂,420100,420000
武汉烟草集团武汉卷烟厂,f1f9bc6b50ad4ca4b965783948bf4498,12420101,湖北中烟工业有限责任公司武汉卷烟厂,武汉卷烟厂,420100,420000
武汉烟草集团红安卷烟厂,d4634da7a7c64f16a5b24165e066c1fd,12421101,湖北红安卷烟厂,红安卷烟厂,421100,420000
武汉烟草（集团）有限公司武汉卷烟厂,f1f9bc6b50ad4ca4b965783948bf4498,12420101,湖北中烟工业有限责任公司武汉卷烟厂,武汉卷烟厂,420100,420000
武邑县烟草专卖局,e8401f09d9fe457a8fea11f7a0465e78,10131104,武邑县烟草专卖局,武邑县局,131122,130000
永嘉县烟草专卖局,8dda978e0990488cabde5ff86c8c122c,10330307,永嘉县烟草专卖局,浙江省永嘉县局,330300,330000
永安市烟草专卖局,1a038f0cac7d42a08e0bb2e859dc30e8,10350402,永安市烟草专卖局,永安市局,350481,350000
永寿县烟草专卖局,56657dad7fe341e69c29a232a00c163f,12610401,永寿卷烟厂,永寿卷烟厂,610400,610000
永川市烟草专卖局(中心),4d6d99bf4322414abb0031ebaf84c8ff,10500304,永川市烟草专卖局,永川市局,500383,500000
汉中市烟草专卖局,ded116f45e9a45e9b59e2e77db62dd06,12610701,汉中卷烟一厂,汉中卷烟一厂,610700,610000
汉中市烟草专卖局(公司),ded116f45e9a45e9b59e2e77db62dd06,12610701,汉中卷烟一厂,汉中卷烟一厂,610700,610000
汉中市烟草专卖局专卖管理科,ded116f45e9a45e9b59e2e77db62dd06,12610701,汉中卷烟一厂,汉中卷烟一厂,610700,610000
汉中市烟草专卖局公司,ded116f45e9a45e9b59e2e77db62dd06,12610701,汉中卷烟一厂,汉中卷烟一厂,610700,610000
汉中市烟草专卖局（公司）,ded116f45e9a45e9b59e2e77db62dd06,12610701,汉中卷烟一厂,汉中卷烟一厂,610700,610000
汉川市烟草专卖局,17abd417babd46edace1d5d0ecf5da2d,10420904,汉川市烟草专卖局,汉川市局,420984,420000
汕头市烟草专卖局,71cfcf73781e477ba934f4368f259701,10440501,汕头市烟草专卖局,汕头市局,440500,440000
汝城县烟草专卖局(分公司),1b666ebe9bfb4a72ae9fe614b77f17c0,10431007,汝城县烟草专卖局,汝城县局,431026,430000
江华县烟草专卖局,79fddc0726dd4ea4a823150ea0b34796,10431105,湖南省江华县烟草专卖局,湖南省江华县局,431129,430000
江口县烟草公司,265c386d993a43c1ae9d811d1d2ed2f3,10522204,江口县烟草专卖局,江口县局,522222,520000
江苏太仓海烟烟草薄片有限公司,766deee596f64290a49615c0550e3dba,99320501,上海烟草集团太仓海烟烟草薄片有限公司,太仓海烟烟草薄片有限公司,320500,320000
江苏宝应县烟草专卖局,f8643ac09ad5460eb60527ddc06aefe1,11321006,江苏省烟草公司宝应县公司,江苏省烟草公司宝应县公司,321000,320000
江苏常州市烟草专卖局(公司),3b7c43b8a0c2454989cad5d5537c0499,11320401,江苏省烟草公司常州市公司,江苏省烟草公司常州市公司,320400,320000
江苏徐州市烟草专卖局(公司),6603b5f144ad4315a7fba2f463e6dda4,11320301,江苏省烟草公司徐州市公司,江苏省烟草公司徐州市公司,320300,320000
江苏徐州市烟草专卖局公司,6603b5f144ad4315a7fba2f463e6dda4,11320301,江苏省烟草公司徐州市公司,江苏省烟草公司徐州市公司,320300,320000
江苏徐州市烟草专卖局（公司）,6603b5f144ad4315a7fba2f463e6dda4,11320301,江苏省烟草公司徐州市公司,江苏省烟草公司徐州市公司,320300,320000
江苏无锡市烟草专卖局,dddc8c8bd8fa42ddb7df3cd4b3884f42,11320201,江苏省烟草公司无锡市公司,江苏省烟草公司无锡市公司,320200,320000
江苏海门市烟草专卖局,d79022ee1a6d415b88625211f5525d60,11320603,江苏省烟草公司海门市公司,江苏海门市烟草公司,320600,320000
江苏淮安市烟草专卖局(公司)物流中心,e1cfde520f284c9a8f19ed24330de2ec,99370002,山东中烟工业有限责任公司物流中心,山东中烟物流中心,370100,370000
江苏省东台市烟草专卖局,8195d0e96aed492d808fac21a9586eed,11320909,江苏省烟草公司东台市公司,江苏东台市烟草公司,320900,320000
江苏省丹阳市烟草专卖局,8308eb8842344c78af366a0dab082c81,11321102,江苏省烟草公司丹阳市公司,江苏丹阳市烟草公司,321100,320000
江苏省南京市烟草专卖局,f2a3e7e24ada4419a4f24e304c23ae41,11320101,江苏省烟草公司南京市公司,江苏省烟草公司南京市公司,320100,320000
江苏省南通市烟草专卖局(公司),9b31d57cce824d76bdb06628b7e53e4d,11320601,江苏省烟草公司南通市公司,江苏省烟草公司南通市公司,320600,320000
江苏省大丰市烟草专卖局,231b87f5864d48f4b0cda6f2c6c6bc3d,11320908,江苏省烟草公司大丰市公司,江苏大丰市烟草公司,320900,320000
江苏省宝应县烟草专卖局,d234f9c874394fc3b276383bffc53f92,10511809,四川省宝兴县烟草专卖局,宝兴县局,511800,510000
江苏省宿迁市烟草专卖局,daef1924ef2740b0936adbc73ef7ec5c,11321301,江苏省烟草公司宿迁市公司,江苏省烟草公司宿迁市公司,321300,320000
江苏省常州市烟草专卖局,3b7c43b8a0c2454989cad5d5537c0499,11320401,江苏省烟草公司常州市公司,江苏省烟草公司常州市公司,320400,320000
江苏省常州市烟草专卖局公司,3b7c43b8a0c2454989cad5d5537c0499,11320401,江苏省烟草公司常州市公司,江苏省烟草公司常州市公司,320400,320000
江苏省常州市烟草专卖局（公司）,3b7c43b8a0c2454989cad5d5537c0499,11320401,江苏省烟草公司常州市公司,江苏省烟草公司常州市公司,320400,320000
江苏省常州市烟草专卖局（公司）经济信息中心,3b7c43b8a0c2454989cad5d5537c0499,11320401,江苏省烟草公司常州市公司,江苏省烟草公司常州市公司,320400,320000
江苏省徐州市烟草专卖局,6603b5f144ad4315a7fba2f463e6dda4,11320301,江苏省烟草公司徐州市公司,江苏省烟草公司徐州市公司,320300,320000
江苏省徐州市烟草专卖局(市公司),6603b5f144ad4315a7fba2f463e6dda4,11320301,江苏省烟草公司徐州市公司,江苏省烟草公司徐州市公司,320300,320000
江苏省扬州市烟草专卖局,73fd5bce385e458ba3727a73edfa3892,11321003,江苏省烟草公司区扬州市邗江区公司,江苏省烟草公司区扬州市邗江区公司,321000,320000
江苏省泰州市烟草专卖局（公司）,0c852957232c48d9ad65d03c5b91bf06,11321201,江苏省烟草公司泰州市公司,江苏省烟草公司泰州市公司,321200,320000
江苏省滨海县烟草专卖局(分公司),f58cc187c1024de9b86fa9ebdd2a92e2,11320903,江苏省烟草公司滨海县公司,江苏省烟草公司滨海县公司,320900,320000
江苏省烟草专卖局,932a2ae024ad4d7ba66883a55d708a37,22320001,江苏省卷烟销售公司,江苏省卷烟销售公司,320000,320000
江苏省烟草专卖局(公司),932a2ae024ad4d7ba66883a55d708a37,22320001,江苏省卷烟销售公司,江苏省卷烟销售公司,320000,320000
江苏省烟草专卖局(公司)信息中心,8919c25734d34326a7bdcc3879502767,99000006,中烟烟机零配件采购服务中心有限责任公司,烟机零配件采购服务中心,110106,110000
江苏省烟草专卖局专卖监督管理处,fd65bb2f6a4b4f6c9519b45cf24acbc0,17000001,国家烟草质量监督检验中心,国家烟草质量监督检验中心,410100,410000
江苏省烟草专卖局（公司）,932a2ae024ad4d7ba66883a55d708a37,22320001,江苏省卷烟销售公司,江苏省卷烟销售公司,320000,320000
江苏省烟草公司南京市公司,f2a3e7e24ada4419a4f24e304c23ae41,11320101,江苏省烟草公司南京市公司,江苏省烟草公司南京市公司,320100,320000
江苏省烟草公司南京市公司经济信息中心,f2a3e7e24ada4419a4f24e304c23ae41,11320101,江苏省烟草公司南京市公司,江苏省烟草公司南京市公司,320100,320000
江苏省烟草公司南通市公司,9b31d57cce824d76bdb06628b7e53e4d,11320601,江苏省烟草公司南通市公司,江苏省烟草公司南通市公司,320600,320000
江苏省烟草公司宿迁市公司,daef1924ef2740b0936adbc73ef7ec5c,11321301,江苏省烟草公司宿迁市公司,江苏省烟草公司宿迁市公司,321300,320000
江苏省烟草公司徐州市公司,6603b5f144ad4315a7fba2f463e6dda4,11320301,江苏省烟草公司徐州市公司,江苏省烟草公司徐州市公司,320300,320000
江苏省烟草公司泰州市公司,0c852957232c48d9ad65d03c5b91bf06,11321201,江苏省烟草公司泰州市公司,江苏省烟草公司泰州市公司,321200,320000
江苏省烟草公司淮安市公司,1f55bb7ff8cf473492c253058f691b44,11320801,江苏省烟草公司淮安市公司,江苏省烟草公司淮安市公司,320800,320000
江苏省烟草公司盐城市公司,a3a5cba7d1c5408499f426b40308a7cf,11320901,江苏省烟草公司盐城市公司,江苏省烟草公司盐城市公司,320900,320000
江苏省烟草公司苏州市公司,9885113bf84b4c1f87d227265344440a,11320501,江苏省烟草公司苏州市公司,江苏省烟草公司苏州市公司,320500,320000
江苏省烟草公司镇江市公司,f744b6b5f0c641ae98a283107d589c5c,11321101,江苏省烟草公司镇江市公司,江苏省烟草公司镇江市公司,321100,320000
江苏省盐城市烟草专卖局（公司）,a3a5cba7d1c5408499f426b40308a7cf,11320901,江苏省烟草公司盐城市公司,江苏省烟草公司盐城市公司,320900,320000
江苏省连云港市烟草专卖局,1a367ac945c34f82b0b7348e2496b0c6,11320701,江苏省烟草公司连云港市公司,江苏省烟草公司连云港市公司,320700,320000
江苏省靖江市烟草专卖局,6230815b660a40f3b97d725fb24f15b1,11321202,江苏省烟草公司靖江市公司,江苏靖江市烟草公司,321200,320000
江苏苏州太仓市烟草专卖局,7dc8f6837be54b40987ac7cab762c6a9,11320504,江苏省烟草公司太仓市公司,江苏太仓市烟草公司,320500,320000
江苏连云港市烟草专卖局(公司),1a367ac945c34f82b0b7348e2496b0c6,11320701,江苏省烟草公司连云港市公司,江苏省烟草公司连云港市公司,320700,320000
江苏邳州市烟草专卖局,c081594e369e47569164d2ec52822633,11320305,江苏省烟草公司邳州市公司,江苏邳州市烟草公司,320300,320000
江苏鑫源烟草薄片有限公司,764cded51ca24835bba08c185a534bab,99320801,江苏鑫源烟草薄片有限公司,江苏鑫源烟草薄片有限公司,320800,320000
江苏鑫源烟草薄片有限公司技术中心,764cded51ca24835bba08c185a534bab,99320801,江苏鑫源烟草薄片有限公司,江苏鑫源烟草薄片有限公司,320800,320000
江西峡江县烟草公司,eaaa718de9244856892fd6342d564f96,14360801,峡江烟叶复烤厂,峡江烟叶复烤厂,360823,360000
江西省信丰县烟草公司,2fda5daa871b4a7c823332f5b6187e17,11360703,信丰县烟草公司,信丰县烟草公司,360700,360000
江西省南城县烟草公司微机室,118994fd916040ab992eeb142e61b63a,11361002,南城县烟草公司,南城县烟草公司,361000,360000
江西省吉安市峡江县烟草公司,8968f270122c4d7bb9db6e96803f62dd,11360801,江西省烟草公司吉安市公司,江西省烟草公司吉安市公司,360800,360000
江西省广丰县烟草专卖局,30073d2626a44ccd9abce85fb2ba93de,12361101,广丰卷烟厂,广丰卷烟厂,361100,360000
江西省广丰县烟草专卖局(分公司),c90e4c7f0e1a47fd929d5cdb62b599c2,22360001,中国烟草总公司江西省公司卷烟销售分公司,中国烟草总公司江西省公司卷烟销售分公司,360000,360000
江西省广昌县烟草公司,09e4586eabba4ccf8111f98672dd49bd,11361011,广昌县烟草公司,广昌县烟草公司,361000,360000
江西省永丰县烟草专卖局,0d5a437a0ae7422989dcdc354031848e,11360807,永丰县烟草公司,永丰县烟草公司,360800,360000
江西省烟草公司上饶市公司,5a26e6032a5843e38b44c440532ff9f2,11361101,江西省烟草公司上饶市公司,江西省烟草公司上饶市公司,361100,360000
江西省烟草公司上饶市公司配送中心,5a26e6032a5843e38b44c440532ff9f2,11361101,江西省烟草公司上饶市公司,江西省烟草公司上饶市公司,361100,360000
江西省烟草公司南昌市公司,475d04c18d624ad5acdc2da28006d193,12360101,江西中烟工业有限责任公司南昌卷烟厂,南昌卷烟厂,360100,360000
江西省烟草公司南昌市公司综合计划科(信息中心),475d04c18d624ad5acdc2da28006d193,12360101,江西中烟工业有限责任公司南昌卷烟厂,南昌卷烟厂,360100,360000
江西省烟草公司吉安市公司,8968f270122c4d7bb9db6e96803f62dd,11360801,江西省烟草公司吉安市公司,江西省烟草公司吉安市公司,360800,360000
江西省烟草公司吉安市公司安福分公司,8968f270122c4d7bb9db6e96803f62dd,11360801,江西省烟草公司吉安市公司,江西省烟草公司吉安市公司,360800,360000
江西省烟草公司宜春市公司,e09472691ddf4b0fa83dff5b8834eb93,11360901,江西省烟草公司宜春市公司,江西省烟草公司宜春市公司,360900,360000
江西省烟草公司抚州市公司,17d166bb54164acb8e47fb29060c3705,11361001,江西省烟草公司抚州市公司,江西省烟草公司抚州市公司,361000,360000
江西省烟草公司抚州市公司技术中心,17d166bb54164acb8e47fb29060c3705,11361001,江西省烟草公司抚州市公司,江西省烟草公司抚州市公司,361000,360000
江西省烟草公司抚州市公司财务科,17d166bb54164acb8e47fb29060c3705,11361001,江西省烟草公司抚州市公司,江西省烟草公司抚州市公司,361000,360000
江西省烟草公司新余市公司,2bcb5222a81d4be3a269e5ab290b5e2c,11360501,江西省烟草公司新余市公司,江西省烟草公司新余市公司,360500,360000
江西省烟草公司景德镇市公司,b8b0a4efd4e842ebbcc8a985bc5d4376,11360201,江西省烟草公司景德镇市公司,江西省烟草公司景德镇市公司,360200,360000
江西省烟草公司萍乡市公司,f7f3c4209f42489498d33c8df06c33c7,11360301,江西省烟草公司萍乡市公司,江西省烟草公司萍乡市公司,360300,360000
江西省烟草公司萍乡市公司信息中心,f7f3c4209f42489498d33c8df06c33c7,11360301,江西省烟草公司萍乡市公司,江西省烟草公司萍乡市公司,360300,360000
江西省烟草公司赣州市公司,033dc5c02348481c8fc683dbadf2a879,12360702,江西中烟工业有限责任公司赣州卷烟厂,赣州卷烟厂,360700,360000
江西省烟草公司赣州市公司兴国分公司,033dc5c02348481c8fc683dbadf2a879,12360702,江西中烟工业有限责任公司赣州卷烟厂,赣州卷烟厂,360700,360000
江西省烟草公司赣州市公司安远分公司,033dc5c02348481c8fc683dbadf2a879,12360702,江西中烟工业有限责任公司赣州卷烟厂,赣州卷烟厂,360700,360000
江西省烟草公司赣州市公司瑞金分公司,033dc5c02348481c8fc683dbadf2a879,12360702,江西中烟工业有限责任公司赣州卷烟厂,赣州卷烟厂,360700,360000
江西省烟草公司赣州市公司石城分公司,033dc5c02348481c8fc683dbadf2a879,12360702,江西中烟工业有限责任公司赣州卷烟厂,赣州卷烟厂,360700,360000
江西省烟草公司鹰潭市公司,1eb24a637ba249a798b711f32c969beb,11360601,江西省烟草公司鹰潭市公司,江西省烟草公司鹰潭市公司,360600,360000
江西省烟草物资分公司,54d870c116c64e66b02cb6acd2940a4f,21360001,江西省烟草公司物资分公司,江西省烟草物资分公司,360000,360000
江西省石城县烟草公司,ea9d737a3b574786b9607af5f99d2b90,14360701,石城烟叶复烤厂,石城烟叶复烤厂,360735,360000
江西省莲花县烟草专卖局,ef163b26cf664879a163a373527495ae,10360302,莲花县烟草专卖局,莲花县局,360321,360000
江西石城县烟草公司,ea9d737a3b574786b9607af5f99d2b90,14360701,石城烟叶复烤厂,石城烟叶复烤厂,360735,360000
江都市烟草专卖局,32f6492bd6c8477f9b0c83abe969db59,10321004,江都市烟草专卖局,江都市局,321088,320000
池州市烟草专卖局,9e6068d7c9b64933986da28676c1f17b,10341705,池州市直属分局,池州市直属分局,341700,340000
池州市烟草专卖局(公司),9e6068d7c9b64933986da28676c1f17b,10341705,池州市直属分局,池州市直属分局,341700,340000
汤建忠嘉兴市烟草专卖局,bffa73900bb844e1bd0cec6a3c36e3f4,10330401,嘉兴市烟草专卖局,浙江省嘉兴市局,330400,330000
汤阴县烟草专卖局,ece23e08be394e6fa267509f3fd93069,10410506,汤阴县烟草专卖局,汤阴县局,410523,410000
汨罗市烟草专卖局,017124358aaa4c3f9b21a30ee116bba7,10430607,汨罗市烟草专卖局,汨罗市局,430681,430000
沈丘县烟草专卖局（分公司）,eb8c62fd2aa94f2abe363cc19f85d124,10411608,沈丘县烟草专卖局,沈丘县局,411624,410000
沈阳市烟草专卖局,663deee17229476f9597803055a063c5,12210102,沈阳卷烟厂,沈阳卷烟厂,210100,210000
沈阳市烟草专卖局(公司)沈北区局,663deee17229476f9597803055a063c5,12210102,沈阳卷烟厂,沈阳卷烟厂,210100,210000
沈阳市烟草专卖局(公司）沈北区局,663deee17229476f9597803055a063c5,12210102,沈阳卷烟厂,沈阳卷烟厂,210100,210000
沈阳市烟草专卖局（公司）,663deee17229476f9597803055a063c5,12210102,沈阳卷烟厂,沈阳卷烟厂,210100,210000
沈阳市烟草专卖局（公司）信息中心,663deee17229476f9597803055a063c5,12210102,沈阳卷烟厂,沈阳卷烟厂,210100,210000
河北保定市烟草专卖局（公司）政策法规与体制改革科,3be7742363ef4ad3b19266ecea7eafce,11130601,河北省烟草公司保定市公司,河北省烟草保定市公司,130600,130000
河北张家口万全县烟草专卖局,01342d1b7d04416e874627f27eaa9913,11130701,河北省烟草公司张家口市公司,河北省烟草张家口市公司,130700,130000
河北张家口宣化县烟草专卖局,01342d1b7d04416e874627f27eaa9913,11130701,河北省烟草公司张家口市公司,河北省烟草张家口市公司,130700,130000
河北张家口市万全县烟草专卖局（营销部）,01342d1b7d04416e874627f27eaa9913,11130701,河北省烟草公司张家口市公司,河北省烟草张家口市公司,130700,130000
河北枣强县烟草专卖局,723c6ec354464dc6a334009965481ef0,11131104,河北省烟草公司枣强县公司,河北省烟草枣强县公司,131100,130000
河北海兴县烟草专卖局,3460f8ba70fe47a590b93d6c9c76d86d,10130915,河北省海兴县烟草专卖局,河北省海兴县局,130924,130000
河北白沙烟草有限公司保定卷烟厂,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司一车间,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司保定卷烟厂,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司保定卷烟厂人力资源部,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司保定卷烟厂卷接包车间,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司保定卷烟厂设备科,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司信息中心,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司制丝车间,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司工艺质量部,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司技术改造办公室,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司整顿办,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司石家庄卷烟厂,ca8d07b81d174aea92a22630982a4129,12130102,石家庄卷烟厂,石家庄卷烟厂,130100,130000
河北白沙烟草有限责任公司石家庄卷烟厂制丝车间,ca8d07b81d174aea92a22630982a4129,12130102,石家庄卷烟厂,石家庄卷烟厂,130100,130000
河北白沙烟草有限责任公司石家庄卷烟厂卷接包车间,ca8d07b81d174aea92a22630982a4129,12130102,石家庄卷烟厂,石家庄卷烟厂,130100,130000
河北白沙烟草有限责任公司石家庄卷烟厂质检部,ca8d07b81d174aea92a22630982a4129,12130102,石家庄卷烟厂,石家庄卷烟厂,130100,130000
河北白沙烟草有限责任公司财务管理部,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司质量管理部,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草有限责任公司（石家庄卷烟厂）,ca8d07b81d174aea92a22630982a4129,12130102,石家庄卷烟厂,石家庄卷烟厂,130100,130000
河北白沙烟草有限责任公司，保定卷烟厂设备科,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
"河北白沙烟草责任有限公司,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草责任有限公司保定卷烟厂,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草责任有限公司保定卷烟厂二车间,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北白沙烟草责任有限公司保定卷烟厂人力资源部,430733068841460eafd4eee4ca6b3465,12130101,河北白沙烟草有限责任公司,河北白沙烟草有限责任公司,130100,130000
河北省任丘市烟草专卖局营销部,5f69489b05674f6093b58d6dcf53f63e,10130904,河北省任丘市烟草专卖局,河北省任丘市局,130982,130000
河北省保定市烟草专卖局(公司),3be7742363ef4ad3b19266ecea7eafce,11130601,河北省烟草公司保定市公司,河北省烟草保定市公司,130600,130000
河北省保定市烟草专卖局(公司)城区稽查局,169627eb31ec4ea6a167a885e4a9e394,10130623,保定市烟草专卖局定州稽查大队,保定市局定州稽查大队,130682,130000
河北省保定市烟草专卖局(公司)烟叶管理科,3be7742363ef4ad3b19266ecea7eafce,11130601,河北省烟草公司保定市公司,河北省烟草保定市公司,130600,130000
河北省保定市烟草专卖局(公司)营销中心,3be7742363ef4ad3b19266ecea7eafce,11130601,河北省烟草公司保定市公司,河北省烟草保定市公司,130600,130000
